mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
30	29	85	85	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	224									29		8
30	29	343/4	343/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	225											8
30	29	86	86	0.0	3/8	3/8	Spanner	6/8	1	1	0																
30	29	86	86	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	226									30		
30	29	173/2	173/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	227									30		
30	29	87	87	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	228									30		
30	29	169/2	169/2	0.5	0	0	Chord	6/8	1	2	1/8			1/8	1	229											
30	29	169/2	169/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	230		articStaccatissimoBelow									
31	30	175/2	175/2	0.0	0	0	Dynamic	6/8	1	1	0						p								30		
31	30	175/2	175/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	231									30		
31	30	88	88	0.0	1/8	1/8	Spanner	6/8	1	1	0															7	
31	30	88	88	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	232										7	
31	30	89	89	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	233										7	
31	30	179/2	179/2	0.0	1/2	1/2	Spanner	6/8	1	1	0																
31	30	179/2	179/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	234		articAccentBelow							31		
31	30	175/2	175/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	235											
31	30	89	89	0.0	3/8	3/8	Spanner	6/8	2	1	0																
31	30	89	89	0.0	3/8	3/8	Spanner	6/8	2	1	0																
31	30	89	89	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	236											
31	30	179/2	179/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	237											
31	30	90	90	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	238											
31	30	175/2	175/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	239											
31	30	89	89	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	240		articAccentBelow									
32	31	181/2	181/2	0.0	0	0	Dynamic	6/8	1	1	0						sf								31		
32	31	181/2	181/2	0.0	0	0	Spanner	6/8	1	1	0														31		9
32	31	181/2	181/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	241									31		9
32	31	91	91	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	242									31		9
32	31	367/4	367/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	243											9
32	31	92	92	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	244									32		9
32	31	185/2	185/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	245									32		9
32	31	93	93	0.0	5/8	5/8	Spanner	6/8	1	1	0														32		
32	31	93	93	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	246									32		
32	31	181/2	181/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	247		articStaccatissimoBelow									
33	32	187/2	187/2	0.0	0	0	Dynamic	6/8	1	1	0						p								32		
33	32	187/2	187/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	248									32		
33	32	94	94	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	249											
33	32	95	95	0.0	3/8	3/8	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>espress.</i>"								
33	32	95	95	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	250									33		
33	32	191/2	191/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	251									33		
33	32	385/4	385/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	252											
33	32	187/2	187/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	253											
33	32	189/2	189/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	254											
33	32	95	95	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	255											
33	32	96	96	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	256											
33	32	187/2	187/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	257											
33	32	95	95	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	258											
34	33	193/2	193/2	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>cresc.</i>"								
34	33	193/2	193/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	259									34		
34	33	195/2	195/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	260											
34	33	98	98	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	261									35		
34	33	197/2	197/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	262									35		
34	33	397/4	397/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	263											
34	33	193/2	193/2	1.5	0	0	Chord	6/8	1	2	3/8			1/4	3/2	264											
34	33	193/2	193/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	265											
34	33	97	97	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	266											
34	33	195/2	195/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	267											
34	33	98	98	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	268											
34	33	99	99	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	269											
34	33	193/2	193/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	270											
34	33	98	98	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	271											
35	34	199/2	199/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	272									36		
35	34	100	100	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	273											
35	34	101	101	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	274									37		
35	34	203/2	203/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	275									37		
35	34	409/4	409/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	276									37		
35	34	199/2	199/2	1.5	0	0	Chord	6/8	1	2	3/8			1/4	3/2	277											
35	34	101	101	1.5	3/8	3/8	Chord	6/8	1	2	3/8			1/4	3/2	278											
35	34	199/2	199/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	279											
35	34	101	101	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	280											
35	34	203/2	203/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	281											
35	34	102	102	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	282											
35	34	199/2	199/2	1.0	0	0	Chord	6/8	2	2	1/4			1/4	1	283											
35	34	201/2	201/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	284											
35	34	101	101	1.0	3/8	3/8	Chord	6/8	2	2	1/4			1/4	1	285											
35	34	102	102	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	286											
36	35	205/2	205/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	287									37		
36	35	103	103	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	288											
36	35	207/2	207/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	289											
36	35	104	104	0.0	3/8	3/8	Dynamic	6/8	1	1	0						f										
36	35	104	104	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	290									38		
36	35	209/2	209/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	291									38		
36	35	421/4	421/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	292											
36	35	205/2	205/2	1.0	0	0	Chord	6/8	1	2	1/4			1/4	1	293											
36	35	205/2	205/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	294											
36	35	207/2	207/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	295											
36	35	104	104	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	296											
36	35	209/2	209/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	297											
36	35	105	105	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	298											
36	35	104	104	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	299											
37	36	211/2	211/2	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>dim.</i>"								
37	36	211/2	211/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	300									39		
37	36	213/2	213/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	301											
37	36	107	107	0.0	3/8	3/8	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>dolce</i>"								
37	36	107	107	0.0	3/8	3/8	Dynamic	6/8	1	1	0						p										
37	36	107	107	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	302									40		
37	36	215/2	215/2	0.0	1/2	1/2	Spanner	6/8	1	1	0														40	8	
37	36	215/2	215/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	303									40	8	
37	36	433/4	433/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	304									40	8	
37	36	107	107	1.5	3/8	3/8	Chord	6/8	1	2	3/8			1/4	3/2	305										8	
37	36	211/2	211/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	306											
37	36	107	107	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	307											
37	36	211/2	211/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	308											
38	37	217/2	217/2	0.0	0	0	Dynamic	6/8	1	1	0						p								40	8	
38	37	217/2	217/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	309									40	8	
38	37	109	109	0.0	1/8	1/8	Spanner	6/8	1	1	0																
38	37	109	109	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	310											
38	37	110	110	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	311									41		
38	37	221/2	221/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	312									41		
38	37	445/4	445/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	313									41		
38	37	217/2	217/2	1.5	0	0	Chord	6/8	1	2	3/8			1/4	3/2	314											
38	37	110	110	1.5	3/8	3/8	Chord	6/8	1	2	3/8			1/4	3/2	315									42		
38	37	217/2	217/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	316											
38	37	110	110	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	317											
39	38	223/2	223/2	0.0	0	0	Dynamic	6/8	1	1	0						p								41		
39	38	223/2	223/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	318									41		
39	38	112	112	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	319											
39	38	113	113	0.0	3/8	3/8	Spanner	6/8	1	1	0																
39	38	113	113	0.0	3/8	3/8	Spanner	6/8	1	1	0																
39	38	113	113	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	320									43		
39	38	227/2	227/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	321									43		
39	38	457/4	457/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	322									43		
39	38	223/2	223/2	1.5	0	0	Chord	6/8	1	2	3/8			1/4	3/2	323											
39	38	113	113	1.5	3/8	3/8	Chord	6/8	1	2	3/8			1/4	3/2	324											
39	38	223/2	223/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	325											
39	38	113	113	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	326											
40	39	229/2	229/2	0.0	0	0	Spanner	6/8	1	1	0														43		10
40	39	229/2	229/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	327									43		10
40	39	115	115	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	328											10
40	39	116	116	0.0	3/8	3/8	Spanner	6/8	1	1	0																
40	39	116	116	0.0	3/8	3/8	Spanner	6/8	1	1	0															9	
40	39	116	116	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	329										9	
40	39	233/2	233/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	330										9	
40	39	469/4	469/4	0.0	11/16	11/16	Spanner	6/8	1	1	0																
40	39	469/4	469/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	331											
40	39	229/2	229/2	1.5	0	0	Chord	6/8	1	2	3/8			1/4	3/2	332											
40	39	116	116	1.5	3/8	3/8	Chord	6/8	1	2	3/8			1/4	3/2	333											
40	39	229/2	229/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	334											
40	39	116	116	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	335											
41	40	235/2	235/2	0.0	0	0	Spanner	6/8	1	1	0																11
41	40	235/2	235/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	336											11
41	40	118	118	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	337											11
41	40	119	119	0.0	3/8	3/8	Spanner	6/8	1	1	0																
41	40	119	119	0.0	3/8	3/8	Spanner	6/8	1	1	0																
41	40	119	119	0.0	3/8	3/8	Spanner	6/8	1	1	0																
41	40	119	119	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	338									44		
41	40	239/2	239/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	339									44		
41	40	481/4	481/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	340											
41	40	235/2	235/2	1.5	0	0	Chord	6/8	1	2	3/8			1/4	3/2	341											
41	40	119	119	1.5	3/8	3/8	Chord	6/8	1	2	3/8			1/4	3/2	342											
41	40	235/2	235/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	343											
41	40	119	119	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	344											
42	41	241/2	241/2	0.0	0	0	Dynamic	6/8	1	1	0						sf										
42	41	241/2	241/2	0.0	0	0	Spanner	6/8	1	1	0																12
42	41	241/2	241/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	345									45		12
42	41	243/2	243/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	346											12
42	41	122	122	0.0	3/8	3/8	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>cresc.</i>"								
42	41	122	122	0.0	3/8	3/8	Spanner	6/8	1	1	0																
42	41	122	122	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	347											
42	41	245/2	245/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	348											
42	41	493/4	493/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	349											
42	41	122	122	1.5	3/8	3/8	Chord	6/8	1	2	3/8			1/4	3/2	350											
42	41	241/2	241/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	351											
42	41	122	122	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	352											
43	42	247/2	247/2	0.0	0	0	Spanner	6/8	1	1	0																13
43	42	247/2	247/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	353									46		13
43	42	249/2	249/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	354											13
43	42	125	125	0.0	3/8	3/8	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>animando</i>"								
43	42	125	125	0.0	3/8	3/8	Spanner	6/8	1	1	0																
43	42	125	125	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	355									47		
43	42	251/2	251/2	0.0	1/2	1/2	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>molto</i>"						47		
43	42	251/2	251/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	356									47		
43	42	505/4	505/4	0.0	11/16	11/16	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>cresc.</i>"								
43	42	505/4	505/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	357											
43	42	125	125	1.5	3/8	3/8	Chord	6/8	1	2	3/8			1/4	3/2	358											
43	42	247/2	247/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	359											
43	42	125	125	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	360											
44	43	253/2	253/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	361		articMarcatoAbove							48		
44	43	127	127	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	362		articMarcatoAbove							48		
44	43	255/2	255/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	363		articMarcatoAbove							48		
44	43	128	128	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	364		articMarcatoAbove									
44	43	257/2	257/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	365									49		
44	43	517/4	517/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	366									49		
44	43	253/2	253/2	1.5	0	0	Chord	6/8	1	2	3/8			1/4	3/2	367											
44	43	253/2	253/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	368											
44	43	128	128	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	369											
44	43	129	129	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	370											
45	44	259/2	259/2	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>rall.</i>"						49		
45	44	259/2	259/2	0.0	0	0	Dynamic	6/8	1	1	0						ff								49		
45	44	259/2	259/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	371									49		
45	44	131	131	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	372											
45	44	259/2	259/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	373											
45	44	131	131	0.0	3/8	3/8	StaffText	6/8	2	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>dim.</i>"								
45	44	131	131	0.0	3/8	3/8	Spanner	6/8	2	1	0																14
45	44	131	131	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	374											14
45	44	263/2	263/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	375											14
45	44	132	132	0.0	5/8	5/8	Spanner	6/8	2	1	0																
45	44	132	132	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	376											
46	45	265/2	265/2	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>a tempo</i>"								
46	45	265/2	265/2	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>dim.</i>"								
46	45	265/2	265/2	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>dolce</i>"								
46	45	265/2	265/2	0.0	0	0	Dynamic	6/8	1	1	0						p										
46	45	265/2	265/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	377									50		
46	45	133	133	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	378									51		
46	45	134	134	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	379									51		
46	45	269/2	269/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	380									51		
46	45	541/4	541/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	381									51		
46	45	265/2	265/2	1.5	0	0	Chord	6/8	1	2	3/8			1/4	3/2	382									52		
46	45	134	134	1.0	3/8	3/8	Chord	6/8	1	2	1/4			1/4	1	383									52		
46	45	135	135	0.5	5/8	5/8	Chord	6/8	1	2	1/8			1/8	1	384									52		
46	45	265/2	265/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	385											
46	45	134	134	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	386											
46	45	265/2	265/2	3.0	0	0	Chord	6/8	2	2	3/4			1/2	3/2	387											
47	46	271/2	271/2	0.0	0	0	Dynamic	6/8	1	1	0						p								51		
47	46	271/2	271/2	0.0	0	0	Spanner	6/8	1	1	0														51	10	
47	46	271/2	271/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	388									51	10	
47	46	136	136	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	389										10	
47	46	137	137	0.0	3/8	3/8	Spanner	6/8	1	1	0																
47	46	137	137	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	390											
47	46	275/2	275/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	391											
47	46	271/2	271/2	1.5	0	0	Chord	6/8	1	2	3/8			1/4	3/2	392									52		
47	46	137	137	1.5	3/8	3/8	Chord	6/8	1	2	3/8			1/4	3/2	393											
47	46	271/2	271/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	394											
47	46	137	137	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	395											
47	46	271/2	271/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	396											
47	46	137	137	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	397											
48	47	277/2	277/2	0.0	0	0	Dynamic	6/8	1	1	0						p										
48	47	277/2	277/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	398									53		
48	47	139	139	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	399											
48	47	140	140	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	400									54		
48	47	281/2	281/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	401									54		
48	47	565/4	565/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	402											
48	47	277/2	277/2	1.5	0	0	Chord	6/8	1	2	3/8			1/4	3/2	403											
48	47	140	140	1.0	3/8	3/8	Chord	6/8	1	2	1/4			1/4	1	404											
48	47	141	141	0.5	5/8	5/8	Chord	6/8	1	2	1/8			1/8	1	405											
48	47	277/2	277/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	406											
48	47	140	140	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	407											
48	47	277/2	277/2	3.0	0	0	Chord	6/8	2	2	3/4			1/2	3/2	408											
49	48	283/2	283/2	0.0	0	0	Spanner	6/8	1	1	0																
49	48	283/2	283/2	0.0	0	0	Spanner	6/8	1	1	0																
49	48	283/2	283/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	409									55		
49	48	142	142	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	410											
49	48	143	143	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	411											
49	48	287/2	287/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	412									56		
49	48	283/2	283/2	1.5	0	0	Chord	6/8	1	2	3/8			1/4	3/2	413											
49	48	283/2	283/2	3.0	0	0	Chord	6/8	1	3	3/4			1/2	3/2	414											
49	48	283/2	283/2	3.0	0	0	Chord	6/8	2	1	3/4			1/2	3/2	415											
49	48	283/2	283/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	416											
49	48	143	143	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	417		articAccentBelow									
50	49	289/2	289/2	0.0	0	0	Dynamic	6/8	1	1	0						sf								56		
50	49	289/2	289/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	418									56		
50	49	145	145	0.0	1/8	1/8	Spanner	6/8	1	1	0														56		15
50	49	145	145	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	419		articAccentAbove							56		15
50	49	583/4	583/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	420											15
50	49	146	146	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	421									57		15
50	49	293/2	293/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	422									57		15
50	49	147	147	0.0	5/8	5/8	Spanner	6/8	1	1	0														57		
50	49	147	147	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	423									57		
50	49	289/2	289/2	3.0	0	0	Chord	6/8	2	1	3/4			1/2	3/2	424											
51	50	295/2	295/2	0.0	0	0	Dynamic	6/8	1	1	0						p								57		
51	50	295/2	295/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	425									57		
51	50	148	148	0.0	1/8	1/8	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>cresc.</i>"								
51	50	148	148	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	426											
51	50	149	149	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	427											
51	50	299/2	299/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	428											
51	50	295/2	295/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	429											
51	50	149	149	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	430											
51	50	299/2	299/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	431											
51	50	150	150	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	432											
51	50	295/2	295/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	433											
51	50	149	149	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	434											
52	51	301/2	301/2	0.0	0	0	Dynamic	6/8	1	1	0						sf										
52	51	301/2	301/2	0.0	0	0	Spanner	6/8	1	1	0																16
52	51	301/2	301/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	435									58		16
52	51	151	151	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	436		articAccentAbove							58		16
52	51	607/4	607/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	437											16
52	51	152	152	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	438									59		16
52	51	305/2	305/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	439									59		16
52	51	153	153	0.0	5/8	5/8	Spanner	6/8	1	1	0																
52	51	153	153	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	440											
52	51	301/2	301/2	3.0	0	0	Chord	6/8	2	1	3/4			1/2	3/2	441											
53	52	307/2	307/2	0.0	0	0	Spanner	6/8	1	1	0															11	
53	52	307/2	307/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	442									60	11	
53	52	154	154	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	443		articAccentAbove							60	11	
53	52	619/4	619/4	0.0	5/16	5/16	Dynamic	6/8	1	1	0						sf										
53	52	619/4	619/4	0.0	5/16	5/16	Spanner	6/8	1	1	0																
53	52	619/4	619/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	444											
53	52	155	155	0.0	3/8	3/8	Spanner	6/8	1	1	0																17
53	52	155	155	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	445									61		17
53	52	311/2	311/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	446									61		17
53	52	156	156	0.0	5/8	5/8	Dynamic	6/8	1	1	0						p										
